SNID: 2017cbv
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2017cbv
RA:   218.143420 deg
DECL:   -44.134090 deg 
RA_HOST:   218.169750
DEC_HOST:   -44.174420
FILTERS: ugriBomn
REDSHIFT_HELIO: 0.004113 +- 0.00015 
REDSHIFT_CMB: 0.0047809 +- 0.00015 
VPEC: 440.8658 +- 250.0
MWEBV: 0.1453  MW E(B-V)
SEARCH_PEAKMJD: 57826.1
NOBS: 360
NVAR: 7
VARLIST: MJD FILTER FIELD FLUXCAL FLUXCALERR MAG MAGERR
OBS: 57824.40000 CSP-i/C VOID 165500.7629 1676.7428 14.45300 0.01100
OBS: 57825.40000 CSP-i/C VOID 225320.1336 2697.8458 14.11800 0.01300
OBS: 57826.30000 CSP-i/C VOID 302273.4480 3619.2379 13.79900 0.01300
OBS: 57827.30000 CSP-i/C VOID 390840.8958 3959.7381 13.52000 0.01100
OBS: 57828.30000 CSP-i/C VOID 512861.3840 6140.6894 13.22500 0.01300
OBS: 57832.30000 CSP-i/C VOID 1058766.0331 8776.3975 12.43800 0.00900
OBS: 57833.30000 CSP-i/C VOID 1195638.8000 22024.3841 12.30600 0.02000
OBS: 57838.30000 CSP-i/C VOID 1233672.8298 18179.9950 12.27200 0.01600
OBS: 57850.30000 CSP-i/C VOID 859013.5215 8702.9495 12.66500 0.01100
OBS: 57851.20000 CSP-i/C VOID 794328.2347 10242.4019 12.75000 0.01400
OBS: 57851.20000 CSP-i/C VOID 790678.6280 9467.1036 12.75500 0.01300
OBS: 57852.30000 CSP-i/C VOID 733837.6673 5407.0921 12.83600 0.00800
OBS: 57856.30000 CSP-i/C VOID 665579.5964 4904.1502 12.94200 0.00800
OBS: 57865.30000 CSP-i/C VOID 729121.6600 14102.4014 12.84300 0.02100
OBS: 57866.30000 CSP-i/C VOID 772680.5851 12098.2540 12.78000 0.01700
OBS: 57867.20000 CSP-i/C VOID 814329.1852 15750.4538 12.72300 0.02100
OBS: 57869.30000 CSP-i/C VOID 800202.6771 7370.1067 12.74200 0.01000
OBS: 57870.30000 CSP-i/C VOID 762781.2341 14050.8880 12.79400 0.02000
OBS: 57871.40000 CSP-i/C VOID 758577.5750 6986.7270 12.80000 0.01000
OBS: 57872.30000 CSP-i/C VOID 756484.4408 7664.1935 12.80300 0.01100
OBS: 57875.40000 CSP-i/C VOID 673596.7762 4963.2227 12.92900 0.00800
OBS: 57876.40000 CSP-i/C VOID 644465.9847 5342.1526 12.97700 0.00900
OBS: 57882.30000 CSP-i/C VOID 450401.6782 3318.6677 13.36600 0.00800
OBS: 57888.30000 CSP-i/C VOID 345461.7749 2545.4453 13.65400 0.00800
OBS: 57889.30000 CSP-i/C VOID 329913.4338 2430.8814 13.70400 0.00800
OBS: 57907.30000 CSP-i/C VOID 177010.8958 2282.4528 14.38000 0.01400
OBS: 57909.30000 CSP-i/C VOID 165044.0986 1368.0951 14.45600 0.00900
OBS: 57915.30000 CSP-i/C VOID 135394.1811 1371.7231 14.67100 0.01100
OBS: 57916.30000 CSP-i/C VOID 134029.3773 987.5606 14.68200 0.00800
OBS: 57922.30000 CSP-i/C VOID 113031.6325 936.9497 14.86700 0.00900
OBS: 57933.20000 CSP-i/C VOID 78415.1541 577.7817 15.26400 0.00800
OBS: 57945.20000 CSP-i/C VOID 56754.4605 522.7256 15.61500 0.01000
OBS: 57954.00000 CSP-i/C VOID 45835.2917 759.8822 15.84700 0.01800
OBS: 57968.10000 CSP-i/C VOID 31974.2230 412.2891 16.23800 0.01400
OBS: 57980.00000 CSP-i/C VOID 25003.4536 345.4340 16.50500 0.01500
OBS: 57993.00000 CSP-i/C VOID 19624.5632 253.0474 16.76800 0.01400
OBS: 58000.00000 CSP-i/C VOID 17314.1031 223.2553 16.90400 0.01400
OBS: 58011.00000 CSP-i/C VOID 14308.6941 197.6810 17.11100 0.01500
OBS: 58019.00000 CSP-i/C VOID 13134.0904 338.7130 17.20400 0.02800
OBS: 58140.30000 CSP-i/C VOID 2921.4604 51.1243 18.83600 0.01900
OBS: 58164.40000 CSP-i/C VOID 2427.7278 73.7883 19.03700 0.03300
OBS: 58192.40000 CSP-i/C VOID 1758.7334 40.4962 19.38700 0.02500
OBS: 58233.40000 CSP-i/C VOID 1085.4254 49.9855 19.91100 0.05000
OBS: 58238.10000 CSP-i/C VOID 1059.7416 148.3602 19.93700 0.15200
OBS: 58238.30000 CSP-i/C VOID 835.6030 174.7027 20.19500 0.22700
OBS: 58241.20000 CSP-i/C VOID 1195.6388 114.5268 19.80600 0.10400
OBS: 58241.20000 CSP-i/C VOID 1067.5789 84.5614 19.92900 0.08600
OBS: 58242.20000 CSP-i/C VOID 1006.4681 89.9178 19.99300 0.09700
OBS: 58242.20000 CSP-i/C VOID 1015.7808 61.7473 19.98300 0.06600
OBS: 58244.30000 CSP-i/C VOID 956.7534 38.7727 20.04800 0.04400
OBS: 58272.30000 CSP-i/C VOID 553.0953 84.5633 20.64300 0.16600
OBS: 58275.30000 CSP-i/C VOID 661.9116 31.7013 20.44800 0.05200
OBS: 58307.20000 CSP-i/C VOID 372.5632 20.5885 21.07200 0.06000
END:
# =============================================
# =============================================
NSPECTRA: 2

SPECTRUM_ID: 2
SPECTRUM_MJD: 57842.550611285
SPECTRUM_NLAM: 1024
SPEC: 1576.783 1578.327 0.000000E+00 0.000000E+00 1
SPEC: 1578.327 1579.871 0.000000E+00 0.000000E+00 1
SPEC: 1579.871 1581.414 -5.215823E-15 4.819901E-14 1
SPEC: 1581.414 1582.958 5.922505E-15 2.570859E-14 1
SPEC: 1582.958 1584.502 5.799366E-14 1.762252E-14 1
SPEC: 1584.502 1586.045 7.312567E-15 1.140991E-14 1
SPEC: 1586.045 1587.589 2.303628E-14 1.041948E-14 1
SPEC: 1587.589 1589.133 -8.037132E-15 6.743077E-15 1
SPEC: 1589.133 1590.677 -2.982011E-17 6.366924E-15 1
SPEC: 1590.677 1592.220 -4.524978E-15 5.112148E-15 1
SPEC: 1592.220 1593.764 1.156484E-15 5.074370E-15 1
SPEC: 1593.764 1595.308 2.391617E-15 4.425868E-15 1
SPEC: 1595.308 1596.852 3.094690E-15 3.984895E-15 1
SPEC: 1596.852 1598.395 2.588440E-15 3.535849E-15 1
SPEC: 1598.396 1599.939 4.240988E-15 3.301305E-15 1
SPEC: 1599.939 1601.483 2.382531E-17 2.690075E-15 1
SPEC: 1601.483 1603.027 7.514489E-16 2.450836E-15 1
SPEC: 1603.027 1604.571 -4.924447E-15 1.814241E-15 1
SPEC: 1604.571 1606.114 2.380743E-15 2.198667E-15 1
SPEC: 1606.115 1607.658 -6.592449E-16 1.715543E-15 1
SPEC: 1607.658 1609.202 1.660400E-15 1.773270E-15 1
SPEC: 1609.202 1610.746 1.121336E-15 1.581003E-15 1
SPEC: 1610.746 1612.290 8.291853E-16 1.444705E-15 1
SPEC: 1612.290 1613.834 -4.264362E-16 1.258030E-15 1
SPEC: 1613.834 1615.378 -6.556544E-16 1.148841E-15 1
SPEC: 1615.378 1616.921 1.444423E-15 1.187437E-15 1
SPEC: 1616.922 1618.465 1.884918E-15 1.169345E-15 1
SPEC: 1618.466 1620.009 -1.409152E-16 9.678728E-16 1
SPEC: 1620.009 1621.553 7.075330E-16 9.613225E-16 1
SPEC: 1621.553 1623.097 -1.202588E-15 7.418013E-16 1
SPEC: 1623.097 1624.641 -1.710610E-16 7.796010E-16 1
SPEC: 1624.641 1626.185 -9.512373E-16 6.875077E-16 1
SPEC: 1626.185 1627.729 -1.010379E-15 6.498152E-16 1
SPEC: 1627.729 1629.273 -3.700637E-16 6.362032E-16 1
SPEC: 1629.273 1630.817 4.105280E-16 6.767485E-16 1
SPEC: 1630.817 1632.361 1.385011E-15 7.011505E-16 1
SPEC: 1632.361 1633.905 1.406703E-16 5.902660E-16 1
SPEC: 1633.905 1635.449 1.960904E-16 5.633203E-16 1
SPEC: 1635.449 1636.993 5.878896E-16 5.852974E-16 1
SPEC: 1636.993 1638.537 -6.464785E-16 4.592659E-16 1
SPEC: 1638.537 1640.081 -1.653987E-16 4.785283E-16 1
SPEC: 1640.081 1641.625 -6.555499E-16 4.275926E-16 1
SPEC: 1641.625 1643.169 -4.509108E-16 4.230887E-16 1
SPEC: 1643.169 1644.713 -4.784557E-16 4.054327E-16 1
SPEC: 1644.713 1646.257 -3.880428E-16 4.044653E-16 1
SPEC: 1646.257 1647.801 2.253720E-16 4.272543E-16 1
SPEC: 1647.801 1649.345 -1.471444E-16 3.923438E-16 1
SPEC: 1649.346 1650.889 3.835422E-16 4.175246E-16 1
SPEC: 1650.890 1652.433 2.795669E-17 3.833659E-16 1
SPEC: 1652.434 1653.977 6.277265E-16 4.057297E-16 1
SPEC: 1653.978 1655.522 3.834771E-16 3.781875E-16 1
SPEC: 1655.522 1657.066 4.655807E-16 3.828567E-16 1
SPEC: 1657.066 1658.610 5.654130E-17 3.443021E-16 1
SPEC: 1658.610 1660.154 5.534955E-16 3.749405E-16 1
SPEC: 1660.154 1661.698 -9.333149E-17 3.139979E-16 1
SPEC: 1661.699 1663.242 3.357303E-16 3.366778E-16 1
SPEC: 1663.243 1664.786 1.876689E-16 3.244930E-16 1
SPEC: 1664.787 1666.331 1.928238E-17 3.038971E-16 1
SPEC: 1666.331 1667.875 -5.792000E-17 2.891937E-16 1
SPEC: 1667.875 1669.419 8.203909E-17 3.010134E-16 1
SPEC: 1669.419 1670.963 5.461730E-16 3.236815E-16 1
SPEC: 1670.964 1672.507 1.051756E-16 2.901692E-16 1
SPEC: 1672.508 1674.052 -4.621255E-17 2.712478E-16 1
SPEC: 1674.052 1675.596 1.835964E-16 2.825540E-16 1
SPEC: 1675.596 1677.140 2.028768E-17 2.687869E-16 1
SPEC: 1677.141 1678.684 2.062568E-16 2.716471E-16 1
SPEC: 1678.685 1680.229 -2.725452E-16 2.383050E-16 1
SPEC: 1680.229 1681.773 5.118445E-16 2.836652E-16 1
SPEC: 1681.773 1683.317 5.964113E-17 2.508123E-16 1
SPEC: 1683.318 1684.861 -1.200152E-16 2.352471E-16 1
SPEC: 1684.862 1686.406 -2.927224E-17 2.444366E-16 1
SPEC: 1686.406 1687.950 8.357908E-17 2.386349E-16 1
SPEC: 1687.951 1689.494 3.431994E-16 2.552730E-16 1
SPEC: 1689.495 1691.039 -2.644577E-17 2.236975E-16 1
SPEC: 1691.039 1692.583 1.513936E-16 2.374003E-16 1
SPEC: 1692.584 1694.127 -3.770517E-17 2.207434E-16 1
SPEC: 1694.128 1695.672 3.157241E-16 2.394854E-16 1
SPEC: 1695.672 1697.216 2.507967E-16 2.329837E-16 1
SPEC: 1697.217 1698.760 2.311495E-16 2.310561E-16 1
SPEC: 1698.761 1700.305 5.333315E-16 2.460390E-16 1
SPEC: 1700.305 1701.849 1.687681E-16 2.164996E-16 1
SPEC: 1701.850 1703.393 6.818399E-17 2.125163E-16 1
SPEC: 1703.394 1704.938 2.133081E-16 2.170228E-16 1
SPEC: 1704.939 1706.482 2.068887E-16 2.150739E-16 1
SPEC: 1706.483 1708.027 -1.849091E-17 1.947764E-16 1
SPEC: 1708.027 1709.571 1.443421E-16 2.039252E-16 1
SPEC: 1709.572 1711.116 7.621964E-19 1.958878E-16 1
SPEC: 1711.116 1712.660 2.416212E-16 2.051757E-16 1
SPEC: 1712.661 1714.204 -1.155276E-16 1.819808E-16 1
SPEC: 1714.205 1715.749 8.946256E-17 1.935196E-16 1
SPEC: 1715.750 1717.293 3.528706E-16 2.110252E-16 1
SPEC: 1717.294 1718.838 -4.639732E-17 1.801784E-16 1
SPEC: 1718.839 1720.382 1.408682E-16 1.923145E-16 1
SPEC: 1720.383 1721.927 7.362090E-17 1.809523E-16 1
SPEC: 1721.928 1723.471 -9.799787E-17 1.715257E-16 1
SPEC: 1723.472 1725.016 -7.898540E-17 1.693727E-16 1
SPEC: 1725.017 1726.560 5.433304E-17 1.808854E-16 1
SPEC: 1726.561 1728.105 -5.337186E-17 1.652960E-16 1
SPEC: 1728.106 1729.649 2.482023E-17 1.705613E-16 1
SPEC: 1729.650 1731.194 3.720814E-16 1.918953E-16 1
SPEC: 1731.195 1732.739 2.394925E-16 1.811112E-16 1
SPEC: 1732.740 1734.283 5.431075E-17 1.656144E-16 1
SPEC: 1734.284 1735.828 8.399730E-17 1.700156E-16 1
SPEC: 1735.829 1737.372 5.742313E-17 1.643980E-16 1
SPEC: 1737.373 1738.917 -1.268788E-16 1.515868E-16 1
SPEC: 1738.918 1740.462 2.731888E-16 1.765360E-16 1
SPEC: 1740.463 1742.006 3.701486E-16 1.815641E-16 1
SPEC: 1742.007 1743.551 3.925886E-16 1.813565E-16 1
SPEC: 1743.552 1745.095 4.373256E-17 1.562487E-16 1
SPEC: 1745.096 1746.640 -3.620634E-17 1.512067E-16 1
SPEC: 1746.641 1748.185 3.590146E-16 1.732213E-16 1
SPEC: 1748.186 1749.729 2.619667E-16 1.644390E-16 1
SPEC: 1749.730 1751.274 -7.926110E-17 1.439603E-16 1
SPEC: 1751.275 1752.819 4.938508E-17 1.494239E-16 1
SPEC: 1752.820 1754.363 -1.000833E-16 1.393148E-16 1
SPEC: 1754.364 1755.908 3.088832E-17 1.488697E-16 1
SPEC: 1755.909 1757.453 3.556897E-17 1.432542E-16 1
SPEC: 1757.454 1758.998 2.062030E-16 1.555972E-16 1
SPEC: 1758.999 1760.542 1.009001E-16 1.476831E-16 1
SPEC: 1760.543 1762.087 -7.618698E-17 1.325440E-16 1
SPEC: 1762.088 1763.632 1.524717E-16 1.482796E-16 1
SPEC: 1763.633 1765.176 5.474576E-17 1.407832E-16 1
SPEC: 1765.178 1766.721 4.607536E-16 1.631902E-16 1
SPEC: 1766.722 1768.266 3.661760E-16 1.591166E-16 1
SPEC: 1768.267 1769.811 -5.652061E-18 1.333839E-16 1
SPEC: 1769.812 1771.356 9.736161E-17 1.357493E-16 1
SPEC: 1771.357 1772.900 4.284139E-16 1.573820E-16 1
SPEC: 1772.902 1774.445 3.399354E-16 1.508466E-16 1
SPEC: 1774.446 1775.990 5.528646E-17 1.323682E-16 1
SPEC: 1775.991 1777.535 1.949546E-16 1.391763E-16 1
SPEC: 1777.536 1779.080 1.493693E-16 1.348727E-16 1
SPEC: 1779.081 1780.624 -8.715121E-17 1.209274E-16 1
SPEC: 1780.626 1782.169 2.941902E-16 1.418827E-16 1
SPEC: 1782.171 1783.714 2.519555E-16 1.400983E-16 1
SPEC: 1783.715 1785.259 1.191779E-16 1.314086E-16 1
SPEC: 1785.260 1786.804 -6.388965E-17 1.144240E-16 1
SPEC: 1786.805 1788.349 2.215808E-16 1.368740E-16 1
SPEC: 1788.350 1789.894 1.597263E-16 1.296111E-16 1
SPEC: 1789.895 1791.439 7.943677E-17 1.228453E-16 1
SPEC: 1791.440 1792.984 3.153403E-16 1.383860E-16 1
SPEC: 1792.985 1794.528 2.260287E-16 1.325876E-16 1
SPEC: 1794.530 1796.073 2.280529E-16 1.296892E-16 1
SPEC: 1796.075 1797.618 -6.055361E-18 1.159070E-16 1
SPEC: 1797.620 1799.163 1.111349E-16 1.212163E-16 1
SPEC: 1799.165 1800.708 2.311232E-16 1.289276E-16 1
SPEC: 1800.710 1802.253 3.471999E-16 1.344218E-16 1
SPEC: 1802.255 1803.798 2.614286E-16 1.304730E-16 1
SPEC: 1803.800 1805.343 2.023172E-16 1.250534E-16 1
SPEC: 1805.345 1806.888 5.561376E-17 1.133520E-16 1
SPEC: 1806.890 1808.433 1.173933E-16 1.182244E-16 1
SPEC: 1808.435 1809.978 8.084722E-17 1.133539E-16 1
SPEC: 1809.980 1811.523 1.638088E-16 1.193393E-16 1
SPEC: 1811.525 1813.068 4.587471E-16 1.359041E-16 1
SPEC: 1813.070 1814.613 4.065953E-16 1.312067E-16 1
SPEC: 1814.615 1816.158 2.531172E-16 1.222197E-16 1
SPEC: 1816.160 1817.703 -8.051491E-17 9.729822E-17 1
SPEC: 1817.705 1819.248 7.452920E-17 1.100879E-16 1
SPEC: 1819.250 1820.794 1.527297E-16 1.125801E-16 1
SPEC: 1820.795 1822.339 4.779599E-17 1.058430E-16 1
SPEC: 1822.340 1823.884 1.295754E-16 1.112649E-16 1
SPEC: 1823.885 1825.429 2.080033E-16 1.149538E-16 1
SPEC: 1825.430 1826.974 2.968144E-16 1.186568E-16 1
SPEC: 1826.975 1828.519 7.551632E-17 1.063955E-16 1
SPEC: 1828.521 1830.064 2.112520E-16 1.121720E-16 1
SPEC: 1830.066 1831.609 2.305337E-16 1.134188E-16 1
SPEC: 1831.611 1833.154 3.173758E-16 1.187039E-16 1
SPEC: 1833.156 1834.700 1.289730E-16 1.062187E-16 1
SPEC: 1834.701 1836.245 5.881197E-16 1.306935E-16 1
SPEC: 1836.246 1837.790 3.788310E-16 1.200948E-16 1
SPEC: 1837.791 1839.335 2.246916E-16 1.094239E-16 1
SPEC: 1839.337 1840.880 4.490216E-16 1.243712E-16 1
SPEC: 1840.882 1842.426 5.415520E-16 1.273597E-16 1
SPEC: 1842.427 1843.971 5.234387E-16 1.262811E-16 1
SPEC: 1843.972 1845.516 3.798409E-16 1.165304E-16 1
SPEC: 1845.518 1847.061 4.590383E-16 1.220016E-16 1
SPEC: 1847.063 1848.606 4.563306E-16 1.214166E-16 1
SPEC: 1848.608 1850.152 3.941092E-16 1.165426E-16 1
SPEC: 1850.153 1851.697 1.666225E-16 1.035099E-16 1
SPEC: 1851.699 1853.242 4.550484E-16 1.165636E-16 1
SPEC: 1853.244 1854.787 2.827361E-16 1.069754E-16 1
SPEC: 1854.789 1856.333 4.416527E-16 1.167805E-16 1
SPEC: 1856.334 1857.878 5.384352E-16 1.217937E-16 1
SPEC: 1857.880 1859.423 4.141251E-16 1.158672E-16 1
SPEC: 1859.425 1860.969 6.330426E-16 1.252707E-16 1
SPEC: 1860.970 1862.514 6.109670E-16 1.237374E-16 1
SPEC: 1862.516 1864.059 2.784033E-16 1.041879E-16 1
SPEC: 1864.061 1865.605 7.674898E-16 1.297483E-16 1
SPEC: 1865.606 1867.150 3.577969E-16 1.092852E-16 1
SPEC: 1867.152 1868.695 6.054813E-16 1.226862E-16 1
SPEC: 1868.697 1870.241 5.801976E-16 1.188061E-16 1
SPEC: 1870.242 1871.786 6.010183E-16 1.203012E-16 1
SPEC: 1871.788 1873.331 5.923592E-16 1.186597E-16 1
SPEC: 1873.333 1874.877 5.371715E-16 1.165984E-16 1
SPEC: 1874.879 1876.422 6.842168E-16 1.224474E-16 1
SPEC: 1876.424 1877.968 6.122177E-16 1.175484E-16 1
SPEC: 1877.969 1879.513 5.176289E-16 1.149604E-16 1
SPEC: 1879.515 1881.059 7.637700E-16 1.251885E-16 1
SPEC: 1881.060 1882.604 6.154529E-16 1.183537E-16 1
SPEC: 1882.606 1884.149 6.554588E-16 1.199781E-16 1
SPEC: 1884.151 1885.695 4.325507E-16 1.071408E-16 1
SPEC: 1885.697 1887.240 6.670168E-16 1.194675E-16 1
SPEC: 1887.242 1888.786 5.821852E-16 1.130120E-16 1
SPEC: 1888.788 1890.331 5.375267E-16 1.119515E-16 1
SPEC: 1890.333 1891.877 4.187507E-16 1.048039E-16 1
SPEC: 1891.879 1893.422 4.062721E-16 1.041228E-16 1
SPEC: 1893.424 1894.968 3.930459E-16 1.030486E-16 1
SPEC: 1894.970 1896.513 3.669141E-16 1.014348E-16 1
SPEC: 1896.515 1898.059 3.343276E-16 9.892017E-17 1
SPEC: 1898.061 1899.604 4.517759E-16 1.049735E-16 1
SPEC: 1899.606 1901.150 3.575533E-16 9.948912E-17 1
SPEC: 1901.152 1902.695 4.789178E-16 1.060549E-16 1
SPEC: 1902.697 1904.241 7.323111E-16 1.167437E-16 1
SPEC: 1904.243 1905.787 4.360186E-16 1.017223E-16 1
SPEC: 1905.788 1907.332 4.358272E-16 1.013643E-16 1
SPEC: 1907.334 1908.878 3.323168E-16 9.717091E-17 1
SPEC: 1908.880 1910.423 3.721471E-16 9.835501E-17 1
SPEC: 1910.425 1911.969 3.393906E-16 9.538750E-17 1
SPEC: 1911.971 1913.515 3.849204E-16 9.830545E-17 1
SPEC: 1913.517 1915.060 4.135482E-16 9.898686E-17 1
SPEC: 1915.062 1916.606 4.952512E-16 1.025516E-16 1
SPEC: 1916.608 1918.151 4.561187E-16 1.017455E-16 1
SPEC: 1918.153 1919.697 5.673825E-16 1.047413E-16 1
SPEC: 1919.699 1921.243 3.588718E-16 9.435537E-17 1
SPEC: 1921.245 1922.788 4.570790E-16 1.000135E-16 1
SPEC: 1922.790 1924.334 4.121323E-16 9.801469E-17 1
SPEC: 1924.336 1925.880 4.915234E-16 1.010284E-16 1
SPEC: 1925.882 1927.426 5.598783E-16 1.039916E-16 1
SPEC: 1927.428 1928.971 4.919682E-16 9.965855E-17 1
SPEC: 1928.973 1930.517 3.981536E-16 9.401939E-17 1
SPEC: 1930.519 1932.063 2.351273E-16 8.495455E-17 1
SPEC: 1932.065 1933.608 4.714030E-16 9.906263E-17 1
SPEC: 1933.610 1935.154 6.432954E-16 1.060779E-16 1
SPEC: 1935.156 1936.700 6.916484E-16 1.091862E-16 1
SPEC: 1936.702 1938.246 4.652499E-16 9.651492E-17 1
SPEC: 1938.248 1939.791 4.795851E-16 9.708022E-17 1
SPEC: 1939.794 1941.337 3.970154E-16 9.141380E-17 1
SPEC: 1941.339 1942.883 6.335918E-16 1.044044E-16 1
SPEC: 1942.885 1944.429 3.462292E-16 8.896290E-17 1
SPEC: 1944.431 1945.975 6.180919E-16 1.030838E-16 1
SPEC: 1945.977 1947.520 6.342226E-16 1.039079E-16 1
SPEC: 1947.523 1949.066 6.535216E-16 1.035022E-16 1
SPEC: 1949.068 1950.612 5.622796E-16 9.793597E-17 1
SPEC: 1950.614 1952.158 5.184854E-16 9.601292E-17 1
SPEC: 1952.160 1953.704 6.312601E-16 1.027810E-16 1
SPEC: 1953.706 1955.250 5.841017E-16 9.871786E-17 1
SPEC: 1955.252 1956.795 4.697847E-16 9.441494E-17 1
SPEC: 1956.798 1958.341 7.928824E-16 1.073639E-16 1
SPEC: 1958.344 1959.887 6.538040E-16 9.973461E-17 1
SPEC: 1959.889 1961.433 5.445478E-16 9.717195E-17 1
SPEC: 1961.435 1962.979 5.983198E-16 9.699113E-17 1
SPEC: 1962.981 1964.525 7.825481E-16 1.061140E-16 1
SPEC: 1964.527 1966.071 6.173659E-16 9.921057E-17 1
SPEC: 1966.073 1967.617 6.537202E-16 1.000199E-16 1
SPEC: 1967.619 1969.163 6.953284E-16 1.018290E-16 1
SPEC: 1969.165 1970.709 8.099964E-16 1.057340E-16 1
SPEC: 1970.711 1972.255 7.937783E-16 1.052508E-16 1
SPEC: 1972.257 1973.801 6.930670E-16 1.003989E-16 1
SPEC: 1973.803 1975.347 7.878497E-16 1.050723E-16 1
SPEC: 1975.349 1976.893 8.491436E-16 1.052209E-16 1
SPEC: 1976.895 1978.439 6.852767E-16 9.941175E-17 1
SPEC: 1978.441 1979.985 5.632062E-16 9.335586E-17 1
SPEC: 1979.987 1981.531 6.536222E-16 9.679067E-17 1
SPEC: 1981.533 1983.077 9.414147E-16 1.113611E-16 1
SPEC: 1983.079 1984.623 6.346507E-16 9.432972E-17 1
SPEC: 1984.625 1986.169 9.003204E-16 1.075320E-16 1
SPEC: 1986.171 1987.715 8.472494E-16 1.037728E-16 1
SPEC: 1987.717 1989.261 8.106185E-16 1.017055E-16 1
SPEC: 1989.263 1990.807 8.263691E-16 1.041173E-16 1
SPEC: 1990.809 1992.353 6.714103E-16 9.464280E-17 1
SPEC: 1992.355 1993.899 8.771465E-16 1.046552E-16 1
SPEC: 1993.901 1995.445 8.233202E-16 1.011333E-16 1
SPEC: 1995.448 1996.991 8.711298E-16 1.034574E-16 1
SPEC: 1996.994 1998.537 7.932304E-16 9.960947E-17 1
SPEC: 1998.540 2000.083 8.169721E-16 1.005932E-16 1
SPEC: 2000.086 2001.630 7.622468E-16 9.755261E-17 1
SPEC: 2001.632 2003.176 7.618338E-16 9.713348E-17 1
SPEC: 2003.178 2004.722 7.417538E-16 9.639590E-17 1
SPEC: 2004.724 2006.268 8.131196E-16 9.819930E-17 1
SPEC: 2006.271 2007.814 8.270991E-16 9.919813E-17 1
SPEC: 2007.817 2009.360 8.300241E-16 9.876437E-17 1
SPEC: 2009.363 2010.907 7.768022E-16 9.740431E-17 1
SPEC: 2010.909 2012.453 8.509270E-16 9.833164E-17 1
SPEC: 2012.455 2013.999 8.306047E-16 9.816410E-17 1
SPEC: 2014.002 2015.545 7.841859E-16 9.616773E-17 1
SPEC: 2015.548 2017.091 7.680232E-16 9.532593E-17 1
SPEC: 2017.094 2018.638 8.117526E-16 9.676921E-17 1
SPEC: 2018.640 2020.184 7.626494E-16 9.216218E-17 1
SPEC: 2020.186 2021.730 7.267283E-16 9.283637E-17 1
SPEC: 2021.733 2023.276 7.532527E-16 9.182077E-17 1
SPEC: 2023.279 2024.823 8.066440E-16 9.535685E-17 1
SPEC: 2024.825 2026.369 7.443603E-16 9.267538E-17 1
SPEC: 2026.372 2027.915 6.904311E-16 8.774038E-17 1
SPEC: 2027.918 2029.462 5.750875E-16 8.483805E-17 1
SPEC: 2029.464 2031.008 7.587028E-16 9.139564E-17 1
SPEC: 2031.010 2032.554 8.527034E-16 9.519540E-17 1
SPEC: 2032.557 2034.100 9.218679E-16 9.656339E-17 1
SPEC: 2034.103 2035.647 7.548598E-16 9.028937E-17 1
SPEC: 2035.649 2037.193 6.404089E-16 8.516593E-17 1
SPEC: 2037.196 2038.739 7.136209E-16 8.861612E-17 1
SPEC: 2038.742 2040.286 8.080951E-16 9.237740E-17 1
SPEC: 2040.289 2041.832 5.960540E-16 8.203599E-17 1
SPEC: 2041.835 2043.379 7.581404E-16 9.000074E-17 1
SPEC: 2043.381 2044.925 6.804614E-16 8.527370E-17 1
SPEC: 2044.928 2046.471 7.044420E-16 8.671377E-17 1
SPEC: 2046.474 2048.018 7.644904E-16 8.890005E-17 1
SPEC: 2048.020 2049.564 7.417725E-16 8.660897E-17 1
SPEC: 2049.567 2051.111 5.626307E-16 7.896629E-17 1
SPEC: 2051.113 2052.657 7.614699E-16 8.842719E-17 1
SPEC: 2052.660 2054.203 6.373244E-16 8.212662E-17 1
SPEC: 2054.206 2055.750 6.162997E-16 8.063342E-17 1
SPEC: 2055.753 2057.296 5.956932E-16 8.123818E-17 1
SPEC: 2057.299 2058.843 5.481065E-16 7.683319E-17 1
SPEC: 2058.846 2060.389 5.285110E-16 7.683605E-17 1
SPEC: 2060.392 2061.936 6.511621E-16 8.180520E-17 1
SPEC: 2061.939 2063.482 6.163009E-16 7.844516E-17 1
SPEC: 2063.485 2065.029 5.479750E-16 7.657490E-17 1
SPEC: 2065.032 2066.575 5.982614E-16 7.901168E-17 1
SPEC: 2066.578 2068.122 5.909450E-16 7.795813E-17 1
SPEC: 2068.125 2069.668 5.157092E-16 7.464067E-17 1
SPEC: 2069.671 2071.215 4.845555E-16 7.257472E-17 1
SPEC: 2071.218 2072.761 5.687743E-16 7.572355E-17 1
SPEC: 2072.764 2074.308 3.723068E-16 6.680624E-17 1
SPEC: 2074.311 2075.855 4.805604E-16 7.071187E-17 1
SPEC: 2075.857 2077.401 5.344130E-16 7.406381E-17 1
SPEC: 2077.404 2078.948 4.196220E-16 6.878665E-17 1
SPEC: 2078.951 2080.494 6.591257E-16 7.879395E-17 1
SPEC: 2080.497 2082.041 5.504022E-16 7.489393E-17 1
SPEC: 2082.044 2083.587 6.258846E-16 7.536921E-17 1
SPEC: 2083.590 2085.134 4.880128E-16 7.074215E-17 1
SPEC: 2085.137 2086.681 3.538458E-16 6.361591E-17 1
SPEC: 2086.684 2088.227 5.426150E-16 7.236548E-17 1
